profile_id,full_name,academic_title,first_name,last_name,position,profile_url,image_url,affiliations,orcid,google_scholar_id,google_scholar_url,scopus_id,scopus_url,europepmc,crossref,researchgate,other_links
UAM12847,prof. dr hab. Wojciech Buszkowski,prof. dr hab.,Wojciech,Buszkowski,profesor Senior,https://researchportal.amu.edu.pl/info/author/UAM12847?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BWojciech%2BBuszkowski%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Wydział Matematyki i Informatyki; Szkoła Nauk Ścisłych,0000-0002-2950-0864,C2zchKsAAAAJ,https://scholar.google.pl/citations?user=C2zchKsAAAAJ,via_orcid,https://www.scopus.com/results/authorNamesList.uri?orcidId=0000-0002-2950-0864,http://europepmc.org/search?query=%28AUTHORID%3A%220000-0002-2950-0864%22%29,https://search.crossref.org/?q=0000-0002-2950-0864,,
UAM26963,dr Wiesław Kurc,dr,Wiesław,Kurc,st. wykładowca,https://researchportal.amu.edu.pl/info/author/UAM26963?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BWies%25C5%2582aw%2BKurc%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Wydział Matematyki i Informatyki; Szkoła Nauk Ścisłych,,,,14034397800,https://www.scopus.com/authid/detail.uri?authorId=14034397800,,,,
D448311-DD-Mat,dr Andrzej Kokosza,dr,Andrzej,Kokosza,,https://researchportal.amu.edu.pl/info/author/D448311-DD-Mat?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BAndrzej%2BKokosza%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Wydział Matematyki i Informatyki; Szkoła Nauk Ścisłych,0000-0002-8578-8997,,,via_orcid,https://www.scopus.com/results/authorNamesList.uri?orcidId=0000-0002-8578-8997,http://europepmc.org/search?query=%28AUTHORID%3A%220000-0002-8578-8997%22%29,https://search.crossref.org/?q=0000-0002-8578-8997,,
UAM99822,dr Piotr Majcher,dr,Piotr,Majcher,adiunkt,https://researchportal.amu.edu.pl/info/author/UAM99822?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BPiotr%2BMajcher%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Wydział Matematyki i Informatyki; Szkoła Nauk Ścisłych,,,,10339318200,https://www.scopus.com/authid/detail.uri?authorId=10339318200,,,,
D372001-DD-Mat,Joanna Kończak,,Kończak,,,https://researchportal.amu.edu.pl/info/author/D372001-DD-Mat?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BJoanna%2BKo%25C5%2584czak%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Wydział Matematyki i Informatyki; Szkoła Nauk Ścisłych,,,,,,,,,
D433412-DD-Mat,dr inż. Piotr Mizerka,dr inż.,Piotr,Mizerka,adiunkt,https://researchportal.amu.edu.pl/info/author/D433412-DD-Mat?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BPiotr%2BMizerka%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Wydział Matematyki i Informatyki; Szkoła Nauk Ścisłych,0000-0001-5712-8513,,,via_orcid,https://www.scopus.com/results/authorNamesList.uri?orcidId=0000-0001-5712-8513,http://europepmc.org/search?query=%28AUTHORID%3A%220000-0001-5712-8513%22%29,https://search.crossref.org/?q=0000-0001-5712-8513,,
D433630-DD-Mat,Paweł Piasecki,,Piasecki,,,https://researchportal.amu.edu.pl/info/author/D433630-DD-Mat?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BPawe%25C5%2582%2BPiasecki%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Wydział Matematyki i Informatyki; Szkoła Nauk Ścisłych,,,,57210862283,https://www.scopus.com/authid/detail.uri?authorId=57210862283,,,,
UAM106647,dr Hubert Przybycień,dr,Hubert,Przybycień,adiunkt,https://researchportal.amu.edu.pl/info/author/UAM106647?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BHubert%2BPrzybycie%25C5%2584%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Wydział Matematyki i Informatyki; Szkoła Nauk Ścisłych,0000-0002-7125-6113,,,via_orcid,https://www.scopus.com/results/authorNamesList.uri?orcidId=0000-0002-7125-6113%20,http://europepmc.org/search?query=%28AUTHORID%3A%220000-0002-7125-6113%20%22%29,https://search.crossref.org/?q=0000-0002-7125-6113%20,,
UAM11189,prof. UAM dr hab. Kazimierz Wiertelak,prof. UAM dr hab.,Kazimierz,Wiertelak,profesor Senior,https://researchportal.amu.edu.pl/info/author/UAM11189?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BKazimierz%2BWiertelak%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Wydział Matematyki i Informatyki; Szkoła Nauk Ścisłych,,,,16403957000,https://www.scopus.com/authid/detail.uri?authorId=16403957000,,,,
UAM156079,dr Izabela Janicka-Lipska,dr,Izabela,Janicka-Lipska,st. wykładowca,https://researchportal.amu.edu.pl/info/author/UAM156079?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BIzabela%2BJanicka-Lipska%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Wydział Matematyki i Informatyki; Szkoła Nauk Ścisłych,,,,25723310800,https://www.scopus.com/authid/detail.uri?authorId=25723310800,,,,
UAM190936,dr Piotr Rzonsowski,dr,Piotr,Rzonsowski,adiunkt,https://researchportal.amu.edu.pl/info/author/UAM190936?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BPiotr%2BRzonsowski%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Wydział Matematyki i Informatyki; Szkoła Nauk Ścisłych,,,,56436842800,https://www.scopus.com/authid/detail.uri?authorId=56436842800,,,,
UAM200167,dr Marcin Junczys-Dowmunt,dr,Marcin,Junczys-Dowmunt,adiunkt,https://researchportal.amu.edu.pl/info/author/UAM200167?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BMarcin%2BJunczys-Dowmunt%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Wydział Matematyki i Informatyki; Szkoła Nauk Ścisłych,,,,36659282600,https://www.scopus.com/authid/detail.uri?authorId=36659282600,,,,
UAM206f981f3b9d4727bad9ad900a92dca1,mgr Robert Marcin Bendun,mgr,Robert Marcin,Bendun,asystent,https://researchportal.amu.edu.pl/info/author/UAM206f981f3b9d4727bad9ad900a92dca1?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BRobert%2BMarcin%2BBendun%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Wydział Matematyki i Informatyki; Szkoła Nauk Ścisłych,0009-0008-1117-2875,,,via_orcid,https://www.scopus.com/results/authorNamesList.uri?orcidId=0009-0008-1117-2875,http://europepmc.org/search?query=%28AUTHORID%3A%220009-0008-1117-2875%22%29,https://search.crossref.org/?q=0009-0008-1117-2875,,
UAM21531,prof. dr hab. Roman Murawski,prof. dr hab.,Roman,Murawski,profesor,https://researchportal.amu.edu.pl/info/author/UAM21531?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BRoman%2BMurawski%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Wydział Matematyki i Informatyki; Szkoła Nauk Ścisłych,0000-0002-2392-4869,,,via_orcid,https://www.scopus.com/results/authorNamesList.uri?orcidId=0000-0002-2392-4869,http://europepmc.org/search?query=%28AUTHORID%3A%220000-0002-2392-4869%22%29,https://search.crossref.org/?q=0000-0002-2392-4869,,
UAM215372,mgr Tomasz Dwojak,mgr,Tomasz,Dwojak,ekspert systemów uczących się,https://researchportal.amu.edu.pl/info/author/UAM215372?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BTomasz%2BDwojak%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Wydział Matematyki i Informatyki; Szkoła Nauk Ścisłych,,,,57194689192,https://www.scopus.com/authid/detail.uri?authorId=57194689192,,,,
UAM218986,dr José Gabriel Carrasquel Vera,dr,José Gabriel,Carrasquel Vera,adiunkt,https://researchportal.amu.edu.pl/info/author/UAM218986?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BJos%25C3%25A9%2BGabriel%2BCarrasquel%2BVera%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Wydział Matematyki i Informatyki; Szkoła Nauk Ścisłych,0000-0001-7744-0643,,,via_orcid,https://www.scopus.com/results/authorNamesList.uri?orcidId=0000-0001-7744-0643,http://europepmc.org/search?query=%28AUTHORID%3A%220000-0001-7744-0643%22%29,https://search.crossref.org/?q=0000-0001-7744-0643,,
UAM219118,dr Janusz Przewocki,dr,Janusz,Przewocki,adiunkt,https://researchportal.amu.edu.pl/info/author/UAM219118?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BJanusz%2BPrzewocki%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Wydział Matematyki i Informatyki; Szkoła Nauk Ścisłych,0000-0003-4265-7353,,,via_orcid,https://www.scopus.com/results/authorNamesList.uri?orcidId=0000-0003-4265-7353,http://europepmc.org/search?query=%28AUTHORID%3A%220000-0003-4265-7353%22%29,https://search.crossref.org/?q=0000-0003-4265-7353,,
UAM219217,Maciej Piotr Wilczyński,,Wilczyński,,administrator sieci i systemów komputer.,https://researchportal.amu.edu.pl/info/author/UAM219217?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BMaciej%2BPiotr%2BWilczy%25C5%2584ski%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Wydział Matematyki i Informatyki; Szkoła Nauk Ścisłych,,,,,,,,,
UAM221486,dr Jakub Pokrywka,dr,Jakub,Pokrywka,ekspert rozpoznawania mowy,https://researchportal.amu.edu.pl/info/author/UAM221486?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BJakub%2BPokrywka%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Wydział Matematyki i Informatyki; Szkoła Nauk Ścisłych,,,,,,,,,
UAM230543,dr Paweł Duch,dr,Paweł,Duch,adiunkt,https://researchportal.amu.edu.pl/info/author/UAM230543?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BPawe%25C5%2582%2BDuch%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Wydział Matematyki i Informatyki; Szkoła Nauk Ścisłych,0000-0002-2445-2189,,,via_orcid,https://www.scopus.com/results/authorNamesList.uri?orcidId=0000-0002-2445-2189,http://europepmc.org/search?query=%28AUTHORID%3A%220000-0002-2445-2189%22%29,https://search.crossref.org/?q=0000-0002-2445-2189,,
UAM26925,prof. dr hab. Paulina Pych-Taberska,prof. dr hab.,Paulina,Pych-Taberska,profesor Senior,https://researchportal.amu.edu.pl/info/author/UAM26925?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BPaulina%2BPych-Taberska%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Wydział Matematyki i Informatyki; Szkoła Nauk Ścisłych,,,,7801595308,https://www.scopus.com/authid/detail.uri?authorId=7801595308,,,,
UAM27157,prof. UAM dr hab. Stanisław Stoiński,prof. UAM dr hab.,Stanisław,Stoiński,profesor nadzwyczajny ze st. naukowym,https://researchportal.amu.edu.pl/info/author/UAM27157?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BStanis%25C5%2582aw%2BStoi%25C5%2584ski%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Wydział Matematyki i Informatyki; Szkoła Nauk Ścisłych,,,,55999778700,https://www.scopus.com/authid/detail.uri?authorId=55999778700,,,,
UAM27331,prof. dr hab. Mirosław Krzyśko,prof. dr hab.,Mirosław,Krzyśko,profesor Senior,https://researchportal.amu.edu.pl/info/author/UAM27331?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BMiros%25C5%2582aw%2BKrzy%25C5%259Bko%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Wydział Matematyki i Informatyki; Szkoła Nauk Ścisłych,,,,56038568100,https://www.scopus.com/authid/detail.uri?authorId=56038568100,,,,
UAM2983,prof. zw. dr hab. Ryszard Stefan Doman,prof. zw. dr hab.,Ryszard Stefan,Doman,profesor zwyczajny,https://researchportal.amu.edu.pl/info/author/UAM2983?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BRyszard%2BStefan%2BDoman%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Wydział Matematyki i Informatyki; Szkoła Nauk Ścisłych,0000-0003-3251-0964,,,via_orcid,https://www.scopus.com/results/authorNamesList.uri?orcidId=0000-0003-3251-0964,http://europepmc.org/search?query=%28AUTHORID%3A%220000-0003-3251-0964%22%29,https://search.crossref.org/?q=0000-0003-3251-0964,,
UAM4620,prof. UAM dr hab. Magdalena Jaroszewska,prof. UAM dr hab.,Magdalena,Jaroszewska,profesor Senior,https://researchportal.amu.edu.pl/info/author/UAM4620?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BMagdalena%2BJaroszewska%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Wydział Matematyki i Informatyki; Szkoła Nauk Ścisłych,,,,,,,,,
UAM54410,Andrzej Kurek,,Kurek,,adiunkt,https://researchportal.amu.edu.pl/info/author/UAM54410?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BAndrzej%2BKurek%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Wydział Matematyki i Informatyki; Szkoła Nauk Ścisłych,,,,36502371300,https://www.scopus.com/authid/detail.uri?authorId=36502371300,,,,
UAM6803cdca830e496c8419db30d410ebf5,Jacek Kałużny,,Kałużny,,st. wykładowca dr,https://researchportal.amu.edu.pl/info/author/UAM6803cdca830e496c8419db30d410ebf5?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BJacek%2BKa%25C5%2582u%25C5%25BCny%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Wydział Matematyki i Informatyki; Szkoła Nauk Ścisłych,0000-0001-6024-6852,,,via_orcid,https://www.scopus.com/results/authorNamesList.uri?orcidId=0000-0001-6024-6852,http://europepmc.org/search?query=%28AUTHORID%3A%220000-0001-6024-6852%22%29,https://search.crossref.org/?q=0000-0001-6024-6852,,
UAM7dc9648218af42a5b9f40d71d58c4163,Łukasz Zielonka,,Zielonka,,,https://researchportal.amu.edu.pl/info/author/UAM7dc9648218af42a5b9f40d71d58c4163?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2B%25C5%2581ukasz%2BZielonka%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Wydział Matematyki i Informatyki; Szkoła Nauk Ścisłych,,,,,,,,,
UAM9861,dr Anna Ren-Kurc,dr,Anna,Ren-Kurc,st. wykładowca dr,https://researchportal.amu.edu.pl/info/author/UAM9861?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BAnna%2BRen-Kurc%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Wydział Matematyki i Informatyki; Szkoła Nauk Ścisłych,,,,24435816600,https://www.scopus.com/authid/detail.uri?authorId=24435816600,,,,
UAMa8e0308a95b34c06b101c6af8619295a,Władysław Orlicz,,Orlicz,,,https://researchportal.amu.edu.pl/info/author/UAMa8e0308a95b34c06b101c6af8619295a?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BW%25C5%2582adys%25C5%2582aw%2BOrlicz%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Wydział Matematyki i Informatyki; Szkoła Nauk Ścisłych,,,,,,,,,
UAMe48633994db2469d8c57866c893f2420,mgr Dominika Grajewska,mgr,Dominika,Grajewska,,https://researchportal.amu.edu.pl/info/author/UAMe48633994db2469d8c57866c893f2420?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BDominika%2BGrajewska%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Wydział Matematyki i Informatyki; Szkoła Nauk Ścisłych,0009-0000-1234-6728,,,via_orcid,https://www.scopus.com/results/authorNamesList.uri?orcidId=0009-0000-1234-6728,http://europepmc.org/search?query=%28AUTHORID%3A%220009-0000-1234-6728%22%29,https://search.crossref.org/?q=0009-0000-1234-6728,,
UAM125868,mgr Ewa Siekierska,mgr,Ewa,Siekierska,kustosz,https://researchportal.amu.edu.pl/info/author/UAM125868?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BEwa%2BSiekierska%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Biblioteka Wydziałowa Wydziału Matematyki i Informatyki; Wydział Matematyki i Informatyki,,,,,,,,,
UAM227370,mgr Antonio Daniel Rodriguez-Magierowski,mgr,Antonio Daniel,Rodriguez-Magierowski,doktorant,https://researchportal.amu.edu.pl/info/author/UAM227370?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BAntonio%2BDaniel%2BRodriguez-Magierowski%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Szkoła doktorska UAM,0009-0008-3103-8606,,,via_orcid,https://www.scopus.com/results/authorNamesList.uri?orcidId=0009-0008-3103-8606,http://europepmc.org/search?query=%28AUTHORID%3A%220009-0008-3103-8606%22%29,https://search.crossref.org/?q=0009-0008-3103-8606,,
UAM229022,mgr Magdalena Sadowska,mgr,Magdalena,Sadowska,kierownik,https://researchportal.amu.edu.pl/info/author/UAM229022?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BMagdalena%2BSadowska%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Biuro Obsługi Wydziału - Wydział Matematyki i Informatyki; Wydział Matematyki i Informatyki,,,,,,,,,
UAM230390,dr Abhishek Goswami,dr,Abhishek,Goswami,adiunkt,https://researchportal.amu.edu.pl/info/author/UAM230390?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BAbhishek%2B%2BGoswami%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Jednostki Badawczo-Dydaktyczne Wydziału Matematyki i Informatyki; Wydział Matematyki i Informatyki,0000-0001-6868-8815,,,via_orcid,https://www.scopus.com/results/authorNamesList.uri?orcidId=0000-0001-6868-8815,http://europepmc.org/search?query=%28AUTHORID%3A%220000-0001-6868-8815%22%29,https://search.crossref.org/?q=0000-0001-6868-8815,,
UAM6ef322f29b6e4fdd82b76f67d3291394,Ryszard Staruch,,Staruch,,doktorant,https://researchportal.amu.edu.pl/info/author/UAM6ef322f29b6e4fdd82b76f67d3291394?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BRyszard%2BStaruch%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Szkoła doktorska UAM,0009-0001-8727-3460,,,via_orcid,https://www.scopus.com/results/authorNamesList.uri?orcidId=0009-0001-8727-3460,http://europepmc.org/search?query=%28AUTHORID%3A%220009-0001-8727-3460%22%29,https://search.crossref.org/?q=0009-0001-8727-3460,,
UAM8faa7d4f4b1d4bffa03eb04f0f58805b,mgr Sylwia Korzyb,mgr,Sylwia,Korzyb,st. bibliotekarz,https://researchportal.amu.edu.pl/info/author/UAM8faa7d4f4b1d4bffa03eb04f0f58805b?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BSylwia%2BKorzyb%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Biblioteka Wydziałowa Wydziału Matematyki i Informatyki; Wydział Matematyki i Informatyki,,,,,,,,,
UAMa83f372c006a4911aab5ba2f9279dce8,Jakub Eichner,,Eichner,,doktorant,https://researchportal.amu.edu.pl/info/author/UAMa83f372c006a4911aab5ba2f9279dce8?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BJakub%2BEichner%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Szkoła doktorska UAM,0009-0001-6572-6000,,,via_orcid,https://www.scopus.com/results/authorNamesList.uri?orcidId=0009-0001-6572-6000,http://europepmc.org/search?query=%28AUTHORID%3A%220009-0001-6572-6000%22%29,https://search.crossref.org/?q=0009-0001-6572-6000,,
UAMc438f3ba79f6411d9ef8812b869df3bf,Jan Wojciech Nowak,,Nowak,,doktorant,https://researchportal.amu.edu.pl/info/author/UAMc438f3ba79f6411d9ef8812b869df3bf?r=author&tab=&title=Profil%2Bosoby%2B%25E2%2580%2593%2BJan%2BWojciech%2BNowak%2B%25E2%2580%2593%2BUniwersytet%2Bim.%2BAdama%2BMickiewicza%2Bw%2BPoznaniu&lang=pl&qp=openAccess%3Dfalse,https://researchportal.amu.edu.pl/javax.faces.resource/img/usericon2.png.seam,Szkoła doktorska UAM,0009-0001-9764-4798,,,via_orcid,https://www.scopus.com/results/authorNamesList.uri?orcidId=0009-0001-9764-4798,http://europepmc.org/search?query=%28AUTHORID%3A%220009-0001-9764-4798%22%29,https://search.crossref.org/?q=0009-0001-9764-4798,,
